host_response_rate,host_acceptance_rate,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,rating
100,93,49.28032,-123.10733,1,1.0,1.0,45.0,5,67,99.0
100,91,49.27686,-123.13359,4,2.0,2.0,100.0,30,52,98.0
100,0,49.23503,-123.1032,2,1.0,2.0,55.0,30,1,100.0
100,97,49.24897,-123.09944,2,1.0,1.0,77.0,2,17,100.0
70,66,49.27939,-123.1205,1,1.0,1.0,39.0,30,7,100.0
100,0,49.27919,-123.13031,1,1.0,1.0,96.0,2,37,96.0
100,100,49.26523,-123.12232,6,2.0,3.0,187.0,2,70,97.0
100,100,49.24392,-123.09669,4,2.0,2.0,113.0,30,5,100.0
86,85,49.27922,-123.12147,3,1.0,2.0,170.0,1,132,93.0
100,67,49.25161,-123.11842,2,1.0,1.0,100.0,2,58,99.0
100,100,49.27524,-123.13402,4,2.0,2.0,157.0,4,27,99.0
100,96,49.27867,-123.12485,3,1.0,2.0,108.0,30,8,100.0
90,50,49.2446,-123.10387,1,1.0,1.0,30.0,30,6,97.0
100,100,49.26352,-123.04747,4,1.0,2.0,70.0,2,9,100.0
100,86,49.27923,-123.12314,4,1.0,2.0,105.0,3,86,95.0
92,75,49.23933,-123.08915,1,1.0,1.0,33.0,30,3,93.0
100,100,49.23933,-123.19086,2,1.0,2.0,148.0,3,24,98.0
100,100,49.26737,-123.14052,6,2.0,3.0,165.0,30,44,97.0
100,60,49.27447,-123.03614,2,1.0,1.0,81.0,30,1,100.0
100,98,49.27098,-123.16447,2,1.0,1.0,75.0,2,144,97.0
100,60,49.2834,-123.0552,6,3.0,3.0,147.0,2,44,98.0
88,90,49.22297,-123.07906,3,1.0,2.0,98.0,30,4,100.0
100,50,49.24842,-123.11655,2,1.0,1.0,34.0,30,2,100.0
97,85,49.27455,-123.13215,6,3.0,3.0,371.0,3,26,92.0
20,40,49.23097,-123.11167,1,1.0,1.0,35.0,30,50,100.0
100,100,49.21505,-123.15128,2,1.0,1.0,90.0,2,15,96.0
100,100,49.24424,-123.05248,7,3.0,3.0,249.0,1,95,96.0
100,100,49.24745,-123.12041,4,2.0,2.0,111.0,2,48,93.0
100,100,49.28549,-123.05401,1,1.0,1.0,45.0,30,2,100.0
100,100,49.21805,-123.06224,4,2.0,2.0,89.0,2,55,96.0
100,100,49.21107,-123.13433,3,2.0,1.0,49.0,15,31,91.0
100,100,49.25644,-123.16395,2,1.0,1.0,95.0,3,63,99.0
100,67,49.24729,-123.17521,2,1.0,1.0,85.0,30,6,100.0
100,98,49.22962,-123.08003,2,1.0,1.0,52.0,2,43,100.0
100,100,49.261,-123.08707,6,3.0,4.0,194.0,2,3,100.0
100,86,49.25236,-123.08975,6,3.0,3.0,100.0,2,35,93.0
100,100,49.27875,-123.12487,4,1.0,2.0,175.0,4,17,98.0
7,66,49.2392,-123.04068,1,1.0,1.0,35.0,30,6,97.0
100,88,49.2834,-123.10224,2,1.0,1.0,199.0,1,83,99.0
75,88,49.28124,-123.12516,1,3.0,1.0,89.0,32,1,100.0
100,96,49.22051,-123.1432,4,2.0,2.0,150.0,30,6,83.0
100,96,49.21991,-123.14129,4,2.0,2.0,140.0,30,4,100.0
100,100,49.28603,-123.12466,2,1.0,1.0,316.0,30,1,100.0
100,100,49.23189,-123.14962,4,2.0,2.0,85.0,1,79,92.0
100,100,49.22917,-123.02698,6,3.0,3.0,109.0,15,33,93.0
100,87,49.27821,-123.07952,3,1.0,1.0,65.0,2,78,94.0
100,98,49.22962,-123.0798,2,1.0,1.0,50.0,2,23,99.0
100,97,49.22657,-123.03997,4,2.0,2.0,161.0,30,60,100.0
100,100,49.26413,-123.17343,4,2.0,2.0,175.0,7,24,96.0
100,100,49.25659,-123.12948,1,1.0,1.0,79.0,3,18,99.0
100,83,49.21386,-123.11039,1,1.0,1.0,44.0,20,33,96.0
100,98,49.29056,-123.13529,2,1.0,1.0,95.0,30,4,100.0
100,80,49.27811,-123.11948,1,1.0,1.0,78.0,30,2,100.0
100,75,49.22272,-123.09132,10,4.0,5.0,358.0,2,24,98.0
100,67,49.25765,-123.08032,4,2.0,2.0,199.0,6,21,98.0
7,66,49.24109,-123.03921,1,1.0,1.0,35.0,7,99,96.0
100,100,49.25987,-123.10713,6,3.0,3.0,200.0,30,50,98.0
100,100,49.2769,-123.11658,3,1.0,1.0,205.0,30,2,100.0
100,97,49.26641,-123.09822,4,1.0,2.0,133.0,2,52,99.0
70,100,49.27281,-123.12169,2,1.0,1.0,125.0,30,9,100.0
100,67,49.25861,-123.08109,2,1.0,1.0,105.0,2,6,97.0
100,100,49.25217,-123.12009,3,1.0,2.0,200.0,7,35,100.0
100,81,49.28285,-123.03092,4,2.0,2.0,98.0,1,63,97.0
100,99,49.23677,-123.05548,5,2.0,3.0,68.0,1,92,96.0
100,97,49.26358,-123.06453,2,1.0,1.0,45.0,2,96,98.0
100,100,49.25194,-123.18313,2,1.0,1.0,79.0,1,35,98.0
100,100,49.27043,-123.05802,5,2.0,4.0,128.0,2,47,98.0
100,91,49.2691,-123.1657,1,2.0,1.0,60.0,28,7,100.0
100,100,49.28302,-123.02837,2,1.0,1.0,55.0,3,27,85.0
100,100,49.25355,-123.18299,2,1.0,1.0,89.0,1,26,99.0
100,100,49.26425,-123.16378,5,2.0,4.0,235.0,3,64,97.0
90,89,49.25414,-123.07883,6,2.0,3.0,120.0,1,52,99.0
100,100,49.28227,-123.12364,5,3.0,3.0,107.0,1,78,90.0
100,91,49.28856,-123.05991,3,1.0,1.0,52.0,3,43,100.0
92,75,49.24149,-123.08796,1,1.0,1.0,31.0,30,4,70.0
100,95,49.22984,-123.18895,2,1.0,1.0,77.0,1,64,97.0
100,100,49.27808,-123.12081,5,1.0,4.0,174.0,30,78,96.0
100,100,49.25071,-123.06901,4,1.0,1.0,150.0,2,29,98.0
100,100,49.24398,-123.09207,4,2.0,2.0,220.0,2,26,99.0
100,93,49.2781,-123.09955,4,1.0,2.0,181.0,3,42,100.0
67,100,49.28473,-123.12414,4,2.0,2.0,331.0,30,1,100.0
100,92,49.22457,-123.11687,2,1.0,1.0,59.0,30,22,86.0
92,99,49.28618,-123.12312,5,1.0,3.0,113.0,2,137,96.0
100,91,49.27133,-123.16427,2,2.0,2.0,60.0,5,2,90.0
100,0,49.24049,-123.09713,2,1.0,1.0,95.0,2,25,98.0
100,100,49.24398,-123.08796,4,2.0,2.0,110.0,3,33,97.0
100,100,49.24388,-123.09462,4,2.0,4.0,92.0,2,79,99.0
100,92,49.22392,-123.11885,2,1.0,1.0,29.0,30,17,91.0
100,0,49.22319,-123.11899,7,3.0,3.0,414.0,3,10,98.0
100,100,49.26998,-123.10617,2,1.0,1.0,204.0,2,36,88.0
100,0,49.27216,-123.17987,3,2.0,2.0,200.0,5,9,96.0
100,92,49.22365,-123.11902,2,1.0,1.0,33.0,30,16,93.0
100,88,49.22038,-123.10205,4,2.0,2.0,75.0,30,8,88.0
80,43,49.27617,-123.12624,3,1.0,1.0,249.0,7,11,95.0
100,84,49.27848,-123.10632,6,2.0,4.0,143.0,2,75,92.0
100,90,49.2794,-123.10765,5,2.0,3.0,220.0,28,59,99.0
100,90,49.28134,-123.08342,4,1.0,3.0,110.0,2,60,98.0
100,100,49.25014,-123.05647,2,1.0,1.0,45.0,1,168,96.0
100,100,49.25754,-123.19484,2,1.0,1.0,125.0,2,44,95.0
100,100,49.22366,-123.03587,5,2.0,2.0,60.0,1,24,89.0
100,100,49.28279,-123.11727,2,1.0,1.0,150.0,3,45,99.0
100,78,49.26983,-123.20997,2,1.0,1.0,130.0,3,20,99.0
100,100,49.25999,-123.14747,6,2.0,2.0,185.0,1,30,95.0
100,100,49.2584,-123.21416,4,2.0,2.0,300.0,2,12,95.0
100,100,49.24692,-123.16597,4,2.0,2.0,150.0,30,2,90.0
100,100,49.23785,-123.03098,3,1.0,1.0,95.0,30,52,95.0
70,100,49.27149,-123.10447,4,2.0,2.0,200.0,30,7,97.0
100,95,49.25462,-123.09514,2,1.0,1.0,40.0,2,16,94.0
100,100,49.26461,-123.1564,2,1.0,1.0,105.0,1,132,99.0
100,92,49.22232,-123.11843,2,1.0,1.0,39.0,30,4,80.0
100,75,49.22159,-123.04221,6,3.0,3.0,258.0,3,27,99.0
100,100,49.24963,-123.11933,2,1.0,1.0,63.0,2,38,94.0
100,100,49.26403,-123.166,8,3.0,4.0,418.0,3,54,95.0
100,0,49.238,-123.06286,4,2.0,2.0,150.0,1,7,94.0
100,100,49.27726,-123.11782,6,2.0,4.0,186.0,1,77,91.0
100,100,49.28422,-123.1349,2,1.0,1.0,114.0,2,86,96.0
100,83,49.25839,-123.14987,4,2.0,2.0,155.0,30,5,100.0
100,81,49.26368,-123.19009,6,2.0,3.0,199.0,30,11,93.0
100,100,49.27866,-123.13646,2,1.0,1.0,139.0,1,51,96.0
100,100,49.27877,-123.11667,6,2.0,2.0,207.0,30,1,100.0
100,100,49.25364,-123.18233,4,1.0,3.0,99.0,1,26,95.0
100,92,49.22232,-123.11702,2,1.0,1.0,29.0,30,18,81.0
100,100,49.22001,-123.14372,4,1.0,1.0,110.0,1,59,96.0
100,100,49.24088,-123.09891,4,2.0,3.0,120.0,30,8,100.0
100,85,49.26292,-123.12237,5,3.0,3.0,225.0,30,8,95.0
100,89,49.28778,-123.12574,4,2.0,2.0,279.0,30,5,100.0
100,100,49.28807,-123.12777,4,2.0,3.0,127.0,30,31,98.0
100,100,49.25295,-123.09351,3,1.0,2.0,95.0,2,19,96.0
100,100,49.27667,-123.1168,2,1.0,2.0,116.0,30,11,98.0
100,96,49.24676,-123.05111,2,1.0,1.0,69.0,2,52,98.0
100,97,49.28492,-123.02658,2,1.0,1.0,90.0,2,17,98.0
100,99,49.27962,-123.12405,4,1.0,2.0,110.0,2,92,97.0
100,74,49.28153,-123.05429,5,4.0,4.0,128.0,1,16,93.0
100,68,49.23631,-123.09558,2,1.0,1.0,85.0,3,15,97.0
100,100,49.24264,-123.08288,2,1.0,1.0,88.0,1,36,98.0
94,3,49.24875,-123.07521,2,1.0,1.0,69.0,1,2,90.0
100,100,49.2687,-123.06548,4,2.0,2.0,150.0,2,34,99.0
100,100,49.24159,-123.03894,2,1.0,1.0,90.0,2,31,93.0
100,84,49.2338,-123.12408,8,4.0,4.0,258.0,3,30,95.0
91,94,49.27665,-123.13257,4,2.0,3.0,185.0,30,3,100.0
94,99,49.23398,-123.06804,2,1.0,1.0,60.0,2,15,89.0
80,100,49.26514,-123.16445,4,2.0,2.0,305.0,3,5,100.0
100,83,49.21166,-123.1133,1,1.0,1.0,35.0,20,22,91.0
100,100,49.2673,-123.16752,6,2.0,2.0,225.0,30,50,97.0
100,100,49.2804,-123.11,6,2.0,3.0,335.0,2,34,96.0
100,63,49.28151,-123.13278,4,1.0,2.0,263.0,3,8,91.0
100,100,49.27352,-123.12392,4,2.0,3.0,125.0,30,4,80.0
94,99,49.23435,-123.06645,2,1.0,1.0,56.0,2,24,96.0
90,93,49.24953,-123.026,2,1.0,1.0,125.0,2,28,92.0
100,88,49.28717,-123.06147,4,2.0,2.0,189.0,1,70,96.0
100,65,49.2578,-123.09924,2,1.0,1.0,102.0,30,34,98.0
100,33,49.27507,-123.06757,5,2.0,3.0,219.0,4,13,100.0
100,90,49.27174,-123.16352,2,1.0,1.0,108.0,3,49,98.0
100,95,49.25566,-123.09583,1,1.0,1.0,35.0,2,18,91.0
100,100,49.2125,-123.1182,2,1.0,1.0,36.0,1,68,99.0
100,100,49.21256,-123.11908,2,1.0,1.0,31.0,1,61,95.0
100,89,49.24855,-123.12028,4,2.0,2.0,128.0,30,34,98.0
90,100,49.24903,-123.12034,4,2.0,2.0,102.0,30,33,95.0
100,93,49.28932,-123.13716,4,2.0,2.0,117.0,2,49,93.0
100,100,49.20915,-123.14363,2,1.0,1.0,95.0,2,69,99.0
100,100,49.27975,-123.06576,4,2.0,3.0,180.0,2,36,99.0
100,71,49.27968,-123.10883,5,2.0,3.0,220.0,3,17,96.0
100,100,49.28028,-123.12069,2,1.0,1.0,196.0,1,48,99.0
100,100,49.24298,-123.03949,2,1.0,1.0,70.0,2,13,88.0
100,100,49.24309,-123.03939,2,1.0,1.0,59.0,2,29,92.0
100,91,49.27559,-123.13415,4,2.0,2.0,130.0,30,39,97.0
100,100,49.24755,-123.0914,2,1.0,1.0,142.0,3,47,97.0
100,100,49.25628,-123.19236,3,1.0,1.0,108.0,2,17,89.0
100,100,49.27337,-123.1247,4,2.0,2.0,245.0,2,10,100.0
100,80,49.26187,-123.18916,2,1.0,1.0,99.0,2,7,94.0
100,88,49.26091,-123.09784,4,2.0,2.0,125.0,30,23,100.0
71,93,49.28835,-123.12433,3,1.0,1.0,78.0,30,3,100.0
100,100,49.22246,-123.04124,2,1.0,1.0,79.0,2,91,93.0
100,83,49.27661,-123.13001,2,1.0,1.0,79.0,30,9,98.0
100,89,49.23404,-123.11416,1,1.0,1.0,85.0,7,8,100.0
80,97,49.23819,-123.05528,5,2.0,3.0,175.0,5,36,98.0
100,97,49.27977,-123.10594,4,1.0,2.0,151.0,2,57,98.0
100,57,49.26822,-123.13579,2,2.0,2.0,110.0,30,9,100.0
17,88,49.27909,-123.1064,4,1.0,2.0,180.0,3,44,93.0
100,97,49.22696,-123.04011,2,1.0,1.0,90.0,30,55,95.0
50,93,49.27272,-123.15026,5,2.0,2.0,375.0,2,13,100.0
100,100,49.25813,-123.12783,2,1.0,1.0,60.0,30,5,100.0
100,91,49.27637,-123.06033,4,2.0,2.0,149.0,2,39,98.0
100,97,49.28504,-123.02787,4,1.0,2.0,200.0,2,1,100.0
100,100,49.22209,-123.1222,5,2.0,3.0,120.0,2,14,94.0
100,50,49.23736,-123.07747,2,1.0,1.0,130.0,1,6,97.0
100,100,49.27929,-123.11049,4,1.0,2.0,120.0,60,2,100.0
100,100,49.23903,-123.08755,4,2.0,2.0,89.0,2,38,96.0
100,50,49.23791,-123.0788,2,1.0,1.0,103.0,1,6,83.0
100,96,49.24522,-123.02829,7,3.0,5.0,73.0,2,48,98.0
100,99,49.26318,-123.09845,3,1.0,1.0,125.0,30,4,95.0
100,100,49.23231,-123.14134,2,1.0,1.0,52.0,1,9,100.0
100,100,49.28939,-123.1361,8,4.0,4.0,401.0,2,47,96.0
100,75,49.27315,-123.1198,2,1.0,1.0,125.0,30,2,100.0
90,98,49.27936,-123.10773,6,2.0,2.0,229.0,2,57,93.0
90,58,49.27608,-123.12896,6,2.0,2.0,128.0,30,3,93.0
100,95,49.23117,-123.03613,4,2.0,3.0,114.0,5,58,98.0
100,96,49.26756,-123.17384,3,1.0,1.0,110.0,28,4,95.0
100,99,49.27899,-123.10904,4,1.0,1.0,296.0,1,95,93.0
100,100,49.27795,-123.12797,6,2.0,3.0,134.0,30,73,96.0
100,90,49.28175,-123.02984,4,2.0,2.0,119.0,90,1,100.0
90,93,49.24905,-123.026,6,3.0,3.0,160.0,2,15,97.0
93,87,49.27622,-123.12748,4,1.0,1.0,90.0,30,1,100.0
100,98,49.27985,-123.10828,2,1.0,1.0,100.0,7,64,96.0
100,89,49.2305,-123.10041,3,2.0,2.0,70.0,2,8,88.0
100,33,49.26206,-123.09696,2,1.0,1.0,150.0,2,6,97.0
100,86,49.25813,-123.08193,6,4.0,4.0,225.0,2,7,97.0
97,85,49.2789,-123.1181,4,1.0,1.0,100.0,30,6,97.0
93,87,49.27774,-123.1302,4,1.0,1.0,95.0,30,1,80.0
98,99,49.29003,-123.12507,2,1.0,1.0,29.0,28,4,95.0
100,100,49.27608,-123.12773,3,1.0,2.0,110.0,30,4,100.0
100,99,49.27962,-123.12405,4,1.0,2.0,110.0,2,67,97.0
100,96,49.27892,-123.12689,6,2.0,2.0,216.0,3,53,100.0
100,100,49.28102,-123.10921,6,2.0,3.0,105.0,30,66,94.0
100,65,49.2817,-123.10659,4,2.0,2.0,149.0,90,1,100.0
92,75,49.24152,-123.08913,1,1.0,1.0,38.0,30,5,96.0
100,97,49.27753,-123.12951,3,2.0,2.0,149.0,5,62,97.0
100,65,49.2857,-123.13433,2,1.0,1.0,99.0,90,3,100.0
100,93,49.26016,-123.17062,4,3.0,3.0,190.0,3,21,97.0
100,100,49.28086,-123.10893,2,1.0,1.0,211.0,30,30,99.0
100,100,49.25727,-123.03869,6,2.0,3.0,99.0,3,33,97.0
100,100,49.22673,-123.11741,3,1.0,2.0,50.0,3,12,95.0
96,96,49.28447,-123.10463,4,1.0,2.0,129.0,1,134,95.0
100,100,49.27528,-123.12592,6,2.0,2.0,315.0,2,19,89.0
90,69,49.28074,-123.13674,2,1.0,1.0,101.0,30,6,100.0
71,93,49.28938,-123.12651,3,1.0,2.0,77.0,30,7,89.0
100,100,49.27946,-123.12855,3,1.0,2.0,130.0,30,30,93.0
94,98,49.28057,-123.13068,2,1.0,1.0,42.0,30,30,93.0
94,100,49.26703,-123.09386,8,4.0,4.0,225.0,29,22,95.0
100,75,49.23659,-123.07812,8,3.0,3.0,150.0,2,39,96.0
100,100,49.26107,-123.1464,4,1.0,2.0,126.0,2,72,98.0
100,98,49.25031,-123.04926,2,1.0,2.0,52.0,2,46,90.0
90,89,49.25175,-123.05271,4,2.0,2.0,68.0,13,16,90.0
100,83,49.22246,-123.05271,2,1.0,1.0,69.0,3,11,95.0
100,100,49.27952,-123.11905,2,1.0,1.0,140.0,30,11,98.0
100,92,49.24507,-123.11927,4,1.0,2.0,55.0,30,10,74.0
100,100,49.27887,-123.07885,6,2.0,3.0,211.0,2,13,100.0
0,100,49.23875,-123.03695,2,1.0,1.0,70.0,1,5,68.0
97,85,49.27592,-123.11253,4,1.0,0.0,89.0,30,3,100.0
100,91,49.21962,-123.14261,4,2.0,2.0,250.0,30,5,100.0
100,100,49.28911,-123.059,3,1.0,2.0,79.0,2,19,95.0
100,96,49.25183,-123.19204,2,1.0,1.0,85.0,2,29,99.0
100,50,49.21428,-123.11293,2,1.0,1.0,50.0,30,1,100.0
100,100,49.28252,-123.13662,3,1.0,1.0,93.0,1,84,90.0
100,67,49.27979,-123.12696,4,2.0,2.0,115.0,30,3,100.0
100,100,49.26357,-123.0656,2,1.0,1.0,59.0,30,4,100.0
0,50,49.28424,-123.12419,4,1.0,2.0,140.0,30,5,96.0
100,100,49.27716,-123.12746,4,1.0,2.0,119.0,30,46,97.0
90,97,49.27388,-123.04794,5,2.0,3.0,112.0,4,44,99.0
100,78,49.26212,-123.18366,4,2.0,2.0,250.0,2,13,100.0
90,98,49.28145,-123.10355,2,1.0,1.0,206.0,2,29,96.0
100,96,49.25564,-123.09513,4,2.0,3.0,79.0,2,41,98.0
71,93,49.28942,-123.12335,3,1.0,2.0,78.0,30,1,80.0
100,100,49.24268,-123.08222,2,1.0,1.0,70.0,1,2,100.0
100,100,49.25573,-123.11897,4,1.0,2.0,123.0,2,52,95.0
100,100,49.26032,-123.07985,7,2.0,4.0,170.0,1,46,97.0
100,100,49.27805,-123.0853,4,1.0,2.0,199.0,2,21,99.0
100,100,49.26407,-123.06613,1,1.0,1.0,49.0,30,1,100.0
100,85,49.2796,-123.12757,6,2.0,2.0,499.0,7,45,94.0
100,100,49.27109,-123.10345,4,2.0,2.0,295.0,14,26,100.0
100,91,49.25455,-123.09371,3,1.0,2.0,105.0,2,8,95.0
100,99,49.21163,-123.07048,6,3.0,3.0,174.0,1,39,94.0
100,100,49.25264,-123.07762,6,2.0,3.0,120.0,2,21,98.0
100,91,49.28132,-123.10828,2,1.0,1.0,84.0,7,47,100.0
80,100,49.279,-123.12293,4,1.0,1.0,107.0,3,31,95.0
100,92,49.2809,-123.04899,5,4.0,5.0,348.0,2,20,95.0
100,33,49.27812,-123.11891,5,2.0,2.0,230.0,2,6,100.0
100,83,49.2234,-123.05466,2,1.0,1.0,49.0,3,13,94.0
100,92,49.24817,-123.12094,4,2.0,2.0,148.0,30,25,97.0
100,100,49.27907,-123.10951,6,2.0,3.0,139.0,30,74,100.0
98,92,49.22594,-123.05937,4,2.0,2.0,95.0,2,17,93.0
90,69,49.23534,-123.10049,6,3.0,3.0,206.0,14,25,100.0
100,100,49.23726,-123.18148,4,1.0,2.0,120.0,1,19,94.0
10,85,49.28833,-123.13043,3,1.0,2.0,315.0,2,24,96.0
10,85,49.28701,-123.13199,5,2.0,2.0,481.0,2,21,91.0
100,98,49.25278,-123.08373,2,1.0,1.0,87.0,1,37,95.0
100,99,49.23946,-123.05332,4,2.0,2.0,139.0,30,4,100.0
10,85,49.28799,-123.1299,6,3.0,3.0,482.0,2,23,90.0
100,83,49.22115,-123.05264,2,1.0,1.0,50.0,7,21,96.0
100,90,49.26406,-123.07244,1,1.0,1.0,30.0,30,2,70.0
100,100,49.25402,-123.04108,2,1.0,1.0,60.0,3,44,95.0
100,98,49.27857,-123.10558,5,2.0,3.0,116.0,2,95,98.0
100,100,49.25319,-123.08629,4,1.0,2.0,100.0,6,23,100.0
100,99,49.28322,-123.13008,2,1.0,1.0,92.0,1,111,96.0
33,80,49.27772,-123.10704,4,1.0,2.0,200.0,1,47,91.0
100,95,49.25576,-123.09318,2,1.0,1.0,45.0,2,23,91.0
100,95,49.27038,-123.06968,2,1.0,1.0,79.0,2,18,88.0
100,100,49.27159,-123.16076,2,1.0,1.0,65.0,30,2,100.0
100,100,49.23529,-123.03426,4,1.0,2.0,90.0,2,24,100.0
100,96,49.26995,-123.05753,5,1.0,3.0,99.0,2,34,99.0
100,90,49.28185,-123.10866,4,2.0,2.0,130.0,360,1,100.0
100,92,49.22223,-123.11875,2,1.0,1.0,55.0,30,6,73.0
99,100,49.21471,-123.14419,2,1.0,1.0,39.0,1,35,94.0
100,92,49.27979,-123.1068,2,1.0,1.0,150.0,2,55,95.0
100,80,49.26173,-123.18972,2,1.0,1.0,99.0,2,1,80.0
100,65,49.28054,-123.12452,4,2.0,2.0,140.0,30,4,100.0
93,98,49.26912,-123.10569,6,2.0,2.0,134.0,1,86,90.0
100,100,49.27268,-123.11483,4,2.0,2.0,140.0,30,4,100.0
100,100,49.27661,-123.12776,3,1.0,2.0,114.0,1,52,89.0
100,88,49.27536,-123.10028,2,1.0,1.0,60.0,30,8,88.0
88,73,49.27748,-123.1282,2,2.0,2.0,189.0,10,2,100.0
100,100,49.25226,-123.07141,4,1.0,2.0,89.0,2,26,97.0
100,20,49.28013,-123.12447,2,1.0,1.0,75.0,30,4,90.0
100,100,49.28025,-123.10773,7,3.0,4.0,270.0,1,69,99.0
100,100,49.24166,-123.13293,4,2.0,2.0,150.0,1,16,96.0
100,99,49.25615,-123.08616,2,1.0,1.0,69.0,2,94,99.0
100,100,49.28049,-123.12481,4,1.0,2.0,159.0,30,3,100.0
100,100,49.2811,-123.10818,6,2.0,3.0,198.0,2,30,96.0
100,96,49.28224,-123.08339,4,2.0,2.0,225.0,1,86,96.0
100,96,49.27381,-123.06486,4,2.0,2.0,150.0,2,35,98.0
94,99,49.26552,-123.21112,1,1.0,0.0,31.0,1,3,80.0
94,99,49.26773,-123.21173,1,1.0,0.0,31.0,1,2,70.0
94,99,49.26724,-123.21124,1,1.0,0.0,20.0,30,3,87.0
94,99,49.26722,-123.21319,1,1.0,0.0,20.0,30,2,70.0
94,99,49.26569,-123.21106,1,1.0,0.0,26.0,1,4,75.0
94,99,49.26644,-123.21294,1,1.0,0.0,26.0,30,4,90.0
94,99,49.26788,-123.21137,1,1.0,0.0,27.0,1,3,73.0
94,99,49.26755,-123.2127,1,1.0,0.0,35.0,1,1,20.0
94,99,49.26744,-123.21134,1,1.0,0.0,26.0,1,9,78.0
100,100,49.24029,-123.09964,1,1.0,1.0,34.0,30,4,100.0
70,89,49.27842,-123.10891,8,3.0,5.0,400.0,2,50,96.0
100,99,49.28981,-123.13863,4,1.0,2.0,98.0,1,59,98.0
100,40,49.24383,-123.10034,2,1.0,1.0,129.0,3,11,100.0
10,13,49.28575,-123.13049,5,2.0,3.0,169.0,1,1,100.0
100,83,49.27695,-123.13144,2,1.0,1.0,112.0,1,21,92.0
100,90,49.26254,-123.07044,1,1.0,1.0,32.0,30,2,100.0
100,94,49.28159,-123.10414,2,1.0,1.0,193.0,1,121,99.0
100,98,49.25865202169339,-123.08716358110516,5,2.0,3.0,150.0,1,45,93.0
100,100,49.24439,-123.18132,8,4.0,5.0,240.0,3,43,93.0
100,100,49.27498,-123.11787,3,1.0,1.0,135.0,30,30,99.0
100,100,49.24246,-123.19607,5,2.0,3.0,99.0,30,43,98.0
100,100,49.28,-123.10786,6,2.0,3.0,162.0,1,57,99.0
100,100,49.26041,-123.19682,4,2.0,2.0,145.0,3,20,99.0
88,95,49.21436,-123.0963,4,2.0,2.0,83.0,29,35,98.0
100,95,49.27796,-123.10749,6,3.0,3.0,249.0,3,18,98.0
100,100,49.27722,-123.08003,4,2.0,2.0,125.0,3,22,100.0
100,100,49.25003,-123.07296,2,1.0,1.0,65.0,3,25,98.0
100,95,49.20944,-123.14688,16,6.0,6.0,385.0,3,23,99.0
100,86,49.24827,-123.11387,1,1.0,1.0,28.0,30,3,100.0
100,100,49.24851,-123.07014,2,1.0,1.0,84.0,2,64,98.0
100,89,49.28151,-123.10367,2,1.0,1.0,210.0,30,39,99.0
89,86,49.27459,-123.11455,2,1.0,1.0,86.0,30,5,100.0
100,93,49.28593,-123.13673,2,1.0,1.0,107.0,2,38,95.0
95,100,49.29296,-123.0508,4,2.0,2.0,99.0,1,52,98.0
90,91,49.2787,-123.09908,4,2.0,0.0,95.0,4,25,94.0
100,100,49.25009,-123.06371,2,1.0,1.0,77.0,2,35,95.0
100,100,49.258,-123.1234,2,1.0,1.0,75.0,1,3,93.0
100,100,49.24424,-123.03778,2,1.0,1.0,50.0,15,4,95.0
89,100,49.24186,-123.13766,2,1.0,1.0,113.0,3,24,100.0
0,0,49.284,-123.10419,5,2.0,2.0,200.0,1,24,96.0
100,99,49.28037,-123.12043,4,1.0,2.0,145.0,2,49,97.0
100,89,49.28143,-123.10284,2,1.0,1.0,99.0,30,37,98.0
100,100,49.23407,-123.08319,3,1.0,2.0,92.0,1,36,98.0
100,100,49.27941,-123.13826,4,2.0,2.0,300.0,30,1,100.0
100,100,49.26744,-123.09784,4,1.0,2.0,100.0,2,37,98.0
100,59,49.25405,-123.0854,6,3.0,3.0,283.0,10,11,100.0
90,42,49.25881,-123.13583,5,2.0,3.0,134.0,5,26,97.0
100,100,49.24027,-123.10175,1,1.0,1.0,33.0,30,5,100.0
100,100,49.23838,-123.1017,1,1.0,1.0,40.0,30,1,100.0
100,100,49.25386,-123.18626,8,3.0,3.0,129.0,1,47,92.0
100,80,49.21254,-123.09418,8,4.0,4.0,125.0,30,8,85.0
100,100,49.27824,-123.10846,4,2.0,3.0,153.0,2,30,99.0
100,97,49.22158,-123.05063,4,2.0,2.0,65.0,2,43,96.0
100,100,49.23147,-123.02942,3,1.0,2.0,48.0,2,9,90.0
100,48,49.2783,-123.10743,8,3.0,4.0,498.0,3,7,91.0
100,100,49.28047,-123.12333,4,1.0,2.0,109.0,1,31,97.0
100,99,49.2637,-123.1264,2,1.0,1.0,338.0,2,19,98.0
100,100,49.27969,-123.1076,8,2.0,4.0,169.0,2,59,98.0
100,100,49.25891,-123.21385,2,1.0,1.0,119.0,1,22,100.0
100,100,49.25363,-123.18667,4,2.0,2.0,199.0,1,2,100.0
40,100,49.2789,-123.10535,4,1.0,1.0,131.0,3,34,97.0
90,100,49.2812,-123.10691,6,3.0,3.0,264.0,3,48,97.0
100,0,49.28056,-123.1093,6,3.0,3.0,279.0,2,17,100.0
90,50,49.27701,-123.12139,1,1.0,1.0,75.0,30,3,100.0
100,98,49.27783,-123.10622,2,1.0,1.0,85.0,7,47,93.0
100,97,49.2347,-123.19752,6,2.0,4.0,112.0,1,78,99.0
